delta_privacy,fps,pixel,timestamp,device_type,cpu,memory,consumption,gpu
45,15,1080,2024-03-26 10:14:27.101740,Orin,20,74,6,35
44,15,1080,2024-03-26 10:14:27.178575,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:27.256538,Orin,21,74,6,35
44,15,1080,2024-03-26 10:14:27.333007,Orin,19,74,6,35
44,15,1080,2024-03-26 10:14:27.410274,Orin,21,74,6,35
44,15,1080,2024-03-26 10:14:27.487294,Orin,11,74,6,35
44,15,1080,2024-03-26 10:14:27.564390,Orin,15,74,6,35
46,15,1080,2024-03-26 10:14:27.643228,Orin,18,74,6,35
44,15,1080,2024-03-26 10:14:27.719248,Orin,14,74,6,35
44,15,1080,2024-03-26 10:14:27.796385,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:27.874889,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:27.951639,Orin,21,74,6,35
45,15,1080,2024-03-26 10:14:28.028463,Orin,18,74,6,35
45,15,1080,2024-03-26 10:14:28.106100,Orin,19,74,6,35
44,15,1080,2024-03-26 10:14:28.182550,Orin,17,74,6,35
44,15,1080,2024-03-26 10:14:28.259861,Orin,15,74,6,35
43,15,1080,2024-03-26 10:14:28.336409,Orin,19,74,6,35
44,15,1080,2024-03-26 10:14:28.414417,Orin,17,74,6,35
44,15,1080,2024-03-26 10:14:28.492207,Orin,11,74,6,35
44,15,1080,2024-03-26 10:14:28.570037,Orin,24,74,6,35
44,15,1080,2024-03-26 10:14:28.647340,Orin,15,74,6,35
44,15,1080,2024-03-26 10:14:28.724698,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:28.802339,Orin,20,74,6,35
45,15,1080,2024-03-26 10:14:28.880156,Orin,11,74,6,35
45,15,1080,2024-03-26 10:14:28.957615,Orin,17,74,6,35
44,15,1080,2024-03-26 10:14:29.034595,Orin,22,74,6,35
44,15,1080,2024-03-26 10:14:29.111855,Orin,13,74,6,35
44,15,1080,2024-03-26 10:14:29.189156,Orin,19,74,6,35
44,15,1080,2024-03-26 10:14:29.266449,Orin,21,74,6,35
45,15,1080,2024-03-26 10:14:29.345011,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:29.422168,Orin,15,74,6,35
44,15,1080,2024-03-26 10:14:29.499051,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:29.576610,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:29.654177,Orin,17,74,6,35
44,15,1080,2024-03-26 10:14:29.731229,Orin,17,74,6,35
46,15,1080,2024-03-26 10:14:29.809818,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:29.886388,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:29.963779,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:30.040887,Orin,21,74,6,35
45,15,1080,2024-03-26 10:14:30.118143,Orin,20,74,6,35
45,15,1080,2024-03-26 10:14:30.195357,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:30.272504,Orin,15,74,6,35
46,15,1080,2024-03-26 10:14:30.351226,Orin,17,74,6,35
44,15,1080,2024-03-26 10:14:30.427015,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:30.505099,Orin,16,74,6,35
45,15,1080,2024-03-26 10:14:30.582290,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:30.659671,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:30.736965,Orin,13,74,6,35
45,15,1080,2024-03-26 10:14:30.815098,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:30.892678,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:30.970036,Orin,25,74,6,35
45,15,1080,2024-03-26 10:14:31.047426,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:31.124711,Orin,11,74,6,35
45,15,1080,2024-03-26 10:14:31.201505,Orin,20,74,6,35
45,15,1080,2024-03-26 10:14:31.279424,Orin,17,74,6,35
44,15,1080,2024-03-26 10:14:31.356395,Orin,17,74,6,35
44,15,1080,2024-03-26 10:14:31.434328,Orin,18,74,6,35
44,15,1080,2024-03-26 10:14:31.512238,Orin,13,74,6,35
44,15,1080,2024-03-26 10:14:31.590120,Orin,20,74,6,35
44,15,1080,2024-03-26 10:14:31.668034,Orin,13,74,6,35
45,15,1080,2024-03-26 10:14:31.746340,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:31.823222,Orin,17,74,6,35
44,15,1080,2024-03-26 10:14:31.901072,Orin,13,74,6,35
44,15,1080,2024-03-26 10:14:31.978747,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:32.056348,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:32.134610,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:32.212350,Orin,13,74,6,35
45,15,1080,2024-03-26 10:14:32.290451,Orin,22,74,6,35
45,15,1080,2024-03-26 10:14:32.367269,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:32.445412,Orin,17,74,6,35
44,15,1080,2024-03-26 10:14:32.522743,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:32.601432,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:32.678854,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:32.755720,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:32.833826,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:32.911660,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:32.988906,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:33.065990,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:33.143579,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:33.220939,Orin,18,74,6,35
45,15,1080,2024-03-26 10:14:33.299079,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:33.375788,Orin,21,74,6,35
45,15,1080,2024-03-26 10:14:33.453181,Orin,14,74,6,35
46,15,1080,2024-03-26 10:14:33.531980,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:33.609030,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:33.685881,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:33.763182,Orin,19,74,6,35
44,15,1080,2024-03-26 10:14:33.839690,Orin,13,74,6,35
45,15,1080,2024-03-26 10:14:33.917934,Orin,21,74,6,35
45,15,1080,2024-03-26 10:14:33.995389,Orin,18,74,6,35
45,15,1080,2024-03-26 10:14:34.073104,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:34.150639,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:34.227842,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:34.304780,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:34.382716,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:34.460499,Orin,13,74,6,35
45,15,1080,2024-03-26 10:14:34.538389,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:34.615864,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:34.693775,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:34.770854,Orin,19,74,6,35
44,15,1080,2024-03-26 10:14:34.848163,Orin,13,74,6,35
45,15,1080,2024-03-26 10:14:34.927074,Orin,16,74,6,35
45,15,1080,2024-03-26 10:14:35.004610,Orin,11,74,6,35
45,15,1080,2024-03-26 10:14:35.083198,Orin,18,74,6,35
45,15,1080,2024-03-26 10:14:35.161189,Orin,13,74,6,35
45,15,1080,2024-03-26 10:14:35.239220,Orin,21,74,6,35
45,15,1080,2024-03-26 10:14:35.315801,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:35.393986,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:35.471895,Orin,18,74,6,35
45,15,1080,2024-03-26 10:14:35.549680,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:35.627662,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:35.705588,Orin,15,74,6,35
45,15,1080,2024-03-26 10:14:35.783948,Orin,18,74,6,35
46,15,1080,2024-03-26 10:14:35.862282,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:35.939702,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:36.017711,Orin,17,74,6,35
45,15,1080,2024-03-26 10:14:36.096155,Orin,19,74,6,35
45,15,1080,2024-03-26 10:14:36.173224,Orin,13,74,6,35
45,15,1080,2024-03-26 10:14:36.251365,Orin,20,74,6,35
45,15,1080,2024-03-26 10:14:36.328895,Orin,11,74,6,35
45,15,1080,2024-03-26 10:14:36.406876,Orin,16,74,6,35
45,15,1080,2024-03-26 10:14:36.484098,Orin,11,74,6,35
45,15,1080,2024-03-26 10:14:36.561975,Orin,13,74,6,35
45,15,1080,2024-03-26 10:14:36.639404,Orin,16,74,6,35
45,15,1080,2024-03-26 10:14:36.717286,Orin,9,74,6,35
47,20,1080,2024-03-26 10:14:36.919002,Orin,44,74,7,50
43,20,1080,2024-03-26 10:14:36.976243,Orin,20,74,6,50
42,20,1080,2024-03-26 10:14:37.035444,Orin,26,74,6,50
43,20,1080,2024-03-26 10:14:37.097998,Orin,18,74,6,50
42,20,1080,2024-03-26 10:14:37.157565,Orin,17,74,6,50
43,20,1080,2024-03-26 10:14:37.219200,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:37.281213,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:37.342775,Orin,21,74,6,50
42,20,1080,2024-03-26 10:14:37.402668,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:37.465428,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:37.525922,Orin,16,74,6,50
43,20,1080,2024-03-26 10:14:37.586878,Orin,17,74,6,50
43,20,1080,2024-03-26 10:14:37.648469,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:37.709728,Orin,19,74,6,50
42,20,1080,2024-03-26 10:14:37.769348,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:37.831013,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:37.891205,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:37.953388,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:38.013865,Orin,19,74,6,50
42,20,1080,2024-03-26 10:14:38.074148,Orin,17,74,6,50
42,20,1080,2024-03-26 10:14:38.135386,Orin,18,74,6,50
43,20,1080,2024-03-26 10:14:38.198192,Orin,19,74,6,50
42,20,1080,2024-03-26 10:14:38.258189,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:38.320849,Orin,18,74,6,50
44,20,1080,2024-03-26 10:14:38.381378,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:38.442281,Orin,22,74,6,50
43,20,1080,2024-03-26 10:14:38.503139,Orin,16,74,6,50
43,20,1080,2024-03-26 10:14:38.564400,Orin,19,74,6,50
42,20,1080,2024-03-26 10:14:38.623602,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:38.685102,Orin,18,74,6,50
43,20,1080,2024-03-26 10:14:38.745600,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:38.806452,Orin,20,74,6,50
42,20,1080,2024-03-26 10:14:38.867192,Orin,19,74,6,50
42,20,1080,2024-03-26 10:14:38.927863,Orin,21,74,6,50
42,20,1080,2024-03-26 10:14:38.988279,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:39.050703,Orin,17,74,6,50
42,20,1080,2024-03-26 10:14:39.109970,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:39.172525,Orin,16,74,6,50
43,20,1080,2024-03-26 10:14:39.232923,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:39.295368,Orin,26,74,6,50
43,20,1080,2024-03-26 10:14:39.355819,Orin,14,74,6,50
43,20,1080,2024-03-26 10:14:39.416605,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:39.478330,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:39.539617,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:39.601131,Orin,26,74,6,50
43,20,1080,2024-03-26 10:14:39.662211,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:39.722561,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:39.784008,Orin,14,74,6,50
44,20,1080,2024-03-26 10:14:39.845878,Orin,25,74,6,50
43,20,1080,2024-03-26 10:14:39.906453,Orin,17,74,6,50
43,20,1080,2024-03-26 10:14:39.967836,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:40.029404,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:40.090266,Orin,21,74,6,50
42,20,1080,2024-03-26 10:14:40.151027,Orin,17,74,6,50
43,20,1080,2024-03-26 10:14:40.213090,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:40.274018,Orin,18,74,6,50
43,20,1080,2024-03-26 10:14:40.334576,Orin,22,74,6,50
43,20,1080,2024-03-26 10:14:40.396462,Orin,16,74,6,50
43,20,1080,2024-03-26 10:14:40.457117,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:40.518731,Orin,22,74,6,50
43,20,1080,2024-03-26 10:14:40.579897,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:40.641458,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:40.702358,Orin,22,74,6,50
42,20,1080,2024-03-26 10:14:40.761966,Orin,17,74,6,50
43,20,1080,2024-03-26 10:14:40.823598,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:40.885181,Orin,26,74,6,50
43,20,1080,2024-03-26 10:14:40.946402,Orin,18,74,6,50
42,20,1080,2024-03-26 10:14:41.006376,Orin,17,74,6,50
43,20,1080,2024-03-26 10:14:41.068609,Orin,18,74,6,50
44,20,1080,2024-03-26 10:14:41.130392,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:41.191133,Orin,22,74,6,50
42,20,1080,2024-03-26 10:14:41.250981,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:41.313387,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:41.374325,Orin,16,74,6,50
43,20,1080,2024-03-26 10:14:41.436105,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:41.496928,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:41.557240,Orin,22,74,6,50
43,20,1080,2024-03-26 10:14:41.618893,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:41.679585,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:41.741529,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:41.801287,Orin,27,74,6,50
44,20,1080,2024-03-26 10:14:41.862904,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:41.922540,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:41.983452,Orin,17,74,6,50
44,20,1080,2024-03-26 10:14:42.044802,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:42.105152,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:42.166430,Orin,18,74,6,50
43,20,1080,2024-03-26 10:14:42.227401,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:42.288504,Orin,22,74,6,50
43,20,1080,2024-03-26 10:14:42.349487,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:42.411426,Orin,23,74,6,50
42,20,1080,2024-03-26 10:14:42.471123,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:42.533854,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:42.594618,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:42.656403,Orin,14,74,6,50
44,20,1080,2024-03-26 10:14:42.716878,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:42.777804,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:42.839626,Orin,14,74,6,50
43,20,1080,2024-03-26 10:14:42.900491,Orin,26,74,6,50
44,20,1080,2024-03-26 10:14:42.961725,Orin,23,74,6,50
45,20,1080,2024-03-26 10:14:43.023209,Orin,27,74,6,50
44,20,1080,2024-03-26 10:14:43.084415,Orin,17,74,6,50
43,20,1080,2024-03-26 10:14:43.144526,Orin,16,74,6,50
44,20,1080,2024-03-26 10:14:43.205945,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:43.267407,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:43.328308,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:43.388626,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:43.450288,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:43.511739,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:43.572067,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:43.633754,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:43.693820,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:43.754646,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:43.816372,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:43.877651,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:43.937767,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:43.999683,Orin,18,74,6,50
44,20,1080,2024-03-26 10:14:44.060303,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:44.121671,Orin,25,74,6,50
44,20,1080,2024-03-26 10:14:44.183829,Orin,23,74,6,50
43,20,1080,2024-03-26 10:14:44.243905,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:44.304608,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:44.366688,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:44.427235,Orin,20,74,6,50
44,20,1080,2024-03-26 10:14:44.488380,Orin,17,74,6,50
43,20,1080,2024-03-26 10:14:44.548947,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:44.610768,Orin,27,74,6,50
44,20,1080,2024-03-26 10:14:44.671551,Orin,14,74,6,50
43,20,1080,2024-03-26 10:14:44.732440,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:44.793596,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:44.854608,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:44.914865,Orin,17,74,6,50
44,20,1080,2024-03-26 10:14:44.975802,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:45.036845,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:45.097787,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:45.158634,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:45.218895,Orin,22,74,6,50
43,20,1080,2024-03-26 10:14:45.279573,Orin,17,74,6,50
44,20,1080,2024-03-26 10:14:45.340969,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:45.401663,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:45.463115,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:45.524207,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:45.584199,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:45.644596,Orin,19,74,6,50
43,20,1080,2024-03-26 10:14:45.705067,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:45.765940,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:45.827167,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:45.887838,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:45.947798,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:46.007794,Orin,25,74,6,50
43,20,1080,2024-03-26 10:14:46.068608,Orin,22,74,6,50
45,20,1080,2024-03-26 10:14:46.130920,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:46.190616,Orin,17,74,6,50
44,20,1080,2024-03-26 10:14:46.251835,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:46.312411,Orin,26,74,6,50
43,20,1080,2024-03-26 10:14:46.372523,Orin,25,74,6,50
44,20,1080,2024-03-26 10:14:46.433396,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:46.494858,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:46.555429,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:46.616007,Orin,20,74,6,50
44,20,1080,2024-03-26 10:14:46.676172,Orin,21,74,6,50
43,20,1080,2024-03-26 10:14:46.736078,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:46.797377,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:46.857401,Orin,27,74,6,50
44,20,1080,2024-03-26 10:14:46.918354,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:46.979016,Orin,20,74,6,50
44,20,1080,2024-03-26 10:14:47.038811,Orin,20,74,6,50
45,20,1080,2024-03-26 10:14:47.099893,Orin,25,74,6,50
44,20,1080,2024-03-26 10:14:47.159802,Orin,20,74,6,50
44,20,1080,2024-03-26 10:14:47.220751,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:47.282069,Orin,28,74,6,50
44,20,1080,2024-03-26 10:14:47.343433,Orin,18,74,6,50
44,20,1080,2024-03-26 10:14:47.403541,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:47.463009,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:47.524450,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:47.584223,Orin,25,74,6,50
44,20,1080,2024-03-26 10:14:47.644505,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:47.705339,Orin,28,74,6,50
44,20,1080,2024-03-26 10:14:47.765806,Orin,25,74,6,50
44,20,1080,2024-03-26 10:14:47.825812,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:47.887610,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:47.948191,Orin,17,74,6,50
43,20,1080,2024-03-26 10:14:48.008379,Orin,24,74,6,50
43,20,1080,2024-03-26 10:14:48.068635,Orin,26,74,6,50
44,20,1080,2024-03-26 10:14:48.130600,Orin,25,74,6,50
44,20,1080,2024-03-26 10:14:48.191896,Orin,20,74,6,50
44,20,1080,2024-03-26 10:14:48.253040,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:48.313924,Orin,24,74,6,50
45,20,1080,2024-03-26 10:14:48.375073,Orin,24,74,6,50
45,20,1080,2024-03-26 10:14:48.435924,Orin,14,74,6,50
45,20,1080,2024-03-26 10:14:48.496784,Orin,25,74,6,50
44,20,1080,2024-03-26 10:14:48.556309,Orin,20,74,6,50
43,20,1080,2024-03-26 10:14:48.616035,Orin,19,74,6,50
45,20,1080,2024-03-26 10:14:48.679604,Orin,23,74,6,50
45,20,1080,2024-03-26 10:14:48.740571,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:48.801728,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:48.862292,Orin,26,74,6,50
44,20,1080,2024-03-26 10:14:48.923701,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:48.985511,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:49.046366,Orin,18,74,6,50
45,20,1080,2024-03-26 10:14:49.108086,Orin,25,74,6,50
44,20,1080,2024-03-26 10:14:49.168947,Orin,27,74,6,50
44,20,1080,2024-03-26 10:14:49.230182,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:49.291344,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:49.352001,Orin,17,74,6,50
45,20,1080,2024-03-26 10:14:49.413461,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:49.474429,Orin,22,74,6,50
45,20,1080,2024-03-26 10:14:49.536219,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:49.596855,Orin,22,74,6,50
45,20,1080,2024-03-26 10:14:49.658183,Orin,26,74,6,50
44,20,1080,2024-03-26 10:14:49.717799,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:49.779701,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:49.841307,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:49.902092,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:49.963611,Orin,19,74,6,50
44,20,1080,2024-03-26 10:14:50.024788,Orin,24,74,6,50
45,20,1080,2024-03-26 10:14:50.086610,Orin,26,74,6,50
45,20,1080,2024-03-26 10:14:50.147784,Orin,20,74,6,50
44,20,1080,2024-03-26 10:14:50.208342,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:50.269299,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:50.329916,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:50.391334,Orin,18,74,6,50
44,20,1080,2024-03-26 10:14:50.452730,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:50.512974,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:50.574056,Orin,26,74,6,50
44,20,1080,2024-03-26 10:14:50.635090,Orin,20,74,6,50
44,20,1080,2024-03-26 10:14:50.696377,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:50.757434,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:50.818653,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:50.880056,Orin,23,74,6,50
44,20,1080,2024-03-26 10:14:50.939974,Orin,25,74,6,50
44,20,1080,2024-03-26 10:14:51.001627,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:51.062397,Orin,23,74,6,50
45,20,1080,2024-03-26 10:14:51.124134,Orin,17,74,6,50
45,20,1080,2024-03-26 10:14:51.184615,Orin,26,74,6,50
44,20,1080,2024-03-26 10:14:51.245441,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:51.305996,Orin,24,74,6,50
44,20,1080,2024-03-26 10:14:51.366986,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:51.428810,Orin,22,74,6,50
45,20,1080,2024-03-26 10:14:51.489729,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:51.550806,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:51.611815,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:51.672447,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:51.733072,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:51.794714,Orin,26,74,6,50
45,20,1080,2024-03-26 10:14:51.855139,Orin,24,74,6,50
45,20,1080,2024-03-26 10:14:51.916603,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:51.976943,Orin,27,74,6,50
45,20,1080,2024-03-26 10:14:52.037936,Orin,19,74,6,50
45,20,1080,2024-03-26 10:14:52.098610,Orin,26,74,6,50
45,20,1080,2024-03-26 10:14:52.160153,Orin,22,74,6,50
45,20,1080,2024-03-26 10:14:52.221238,Orin,19,74,6,50
45,20,1080,2024-03-26 10:14:52.281451,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:52.341958,Orin,22,74,6,50
45,20,1080,2024-03-26 10:14:52.403146,Orin,29,74,6,50
45,20,1080,2024-03-26 10:14:52.464313,Orin,20,74,6,50
45,20,1080,2024-03-26 10:14:52.524746,Orin,24,74,6,50
45,20,1080,2024-03-26 10:14:52.585128,Orin,21,74,6,50
44,20,1080,2024-03-26 10:14:52.646218,Orin,24,74,6,50
45,20,1080,2024-03-26 10:14:52.707627,Orin,25,74,6,50
45,20,1080,2024-03-26 10:14:52.768450,Orin,17,74,6,50
45,20,1080,2024-03-26 10:14:52.829463,Orin,24,74,6,50
45,20,1080,2024-03-26 10:14:52.890142,Orin,27,74,6,50
44,20,1080,2024-03-26 10:14:52.950834,Orin,22,74,6,50
45,20,1080,2024-03-26 10:14:53.012294,Orin,22,74,6,50
44,20,1080,2024-03-26 10:14:53.074037,Orin,22,74,6,50
45,20,1080,2024-03-26 10:14:53.135646,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:53.196454,Orin,24,74,6,50
45,20,1080,2024-03-26 10:14:53.257174,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:53.318044,Orin,25,74,6,50
45,20,1080,2024-03-26 10:14:53.379180,Orin,21,74,6,50
45,20,1080,2024-03-26 10:14:53.439968,Orin,22,74,6,50
45,20,1080,2024-03-26 10:14:53.500512,Orin,22,74,6,50
